,시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
11036,상암나무약국,반려동물업,반려의료,동물약국,서울특별시,마포구,상암동,,1655 번지,월드컵북로,381 번,37.57795288,126.889888,3907.0,서울특별시 마포구 월드컵북로 381,서울특별시 마포구 상암동 1655,02-3152-2952,정보없음,매주 일요일,"월~금 10:00~20:00, 토 10:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11037,상암동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,상암동,,34-46 번지,월드컵북로,336 번,37.57605715,126.894676,3930.0,서울특별시 마포구 월드컵북로 336,서울특별시 마포구 상암동 34-46,02-375-7222,정보없음,정보없음,정보없음,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
11039,상원미술관,반려동물업,반려동반여행,미술관,서울특별시,종로구,평창동,,456-5 번지,평창31길,27 번,37.61162836,126.976569,3004.0,서울특별시 종로구 평창31길 27,서울특별시 종로구 평창동 456-5,02-396-3185,www.imageroot.co.kr,"매주 일, 월, 법정공휴일",화~토 10:30~17:30,N,변동,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022-11-30
11056,새건영약국,반려동물업,반려의료,동물약국,서울특별시,송파구,문정동,,71-2 번지,새말로8길,6 번,37.48221581,127.12635,5817.0,서울특별시 송파구 새말로8길 6,서울특별시 송파구 문정동 71-2,02-404-9960,정보없음,연중무휴,"월~토 09:00~21:00, 일 13:00~20:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11061,새고운약국,반려동물업,반려의료,동물약국,서울특별시,노원구,공릉동,,615-21 번지,동일로,1003 번,37.6197085,127.074643,1861.0,서울특별시 노원구 동일로 1003,서울특별시 노원구 공릉동 615-21,02-973-9286,정보없음,연중무휴,"월~토 09:00~25:00, 일, 법정공휴일 10:00~25:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11072,새독일약국,반려동물업,반려의료,동물약국,서울특별시,송파구,송파동,,97-35 번지,송파대로,372 번,37.50112885,127.111389,5676.0,서울특별시 송파구 송파대로 372,서울특별시 송파구 송파동 97-35,02-3432-0332,정보없음,매주 일요일,"월~금 09:00~21:00, 토 09:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11089,새롬약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,연희동,,608 번지,증가로,85 번,37.57480668,126.926753,3700.0,서울특별시 서대문구 증가로 85,서울특별시 서대문구 연희동 608,02-335-3814,정보없음,"매주 일요일, 법정공휴일",월~토 08:40~20:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11105,새명성약국,반려동물업,반려의료,동물약국,서울특별시,종로구,사직동,,33 번지,새문안로,85 번,37.57040097,126.974115,3182.0,서울특별시 종로구 새문안로 85,서울특별시 종로구 신문로1가 33,02-735-2870,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~19:30, 토 08:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11114,새미래약국,반려동물업,반려의료,동물약국,서울특별시,강서구,화곡동,,109-16 번지,화곡로,196 번,37.54301724,126.843003,7721.0,서울특별시 강서구 화곡로 196,서울특별시 강서구 화곡동 109-16,02-2602-5269,정보없음,연중무휴,"월~금 09:00~20:30, 토 09:00~17:00, 일 09:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11117,새민우약국,반려동물업,반려의료,동물약국,서울특별시,성북구,정릉동,,1017 번지,북악산로,845 번,37.59930283,127.018273,2818.0,서울특별시 성북구 북악산로 845,서울특별시 성북구 정릉동 1017,02-917-4275,정보없음,연중무휴,"월~토 10:00~22:00, 일 09:00~22:00, 법정공휴일 08:30~22:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11120,새보라매약국,반려동물업,반려의료,동물약국,서울특별시,동작구,신대방동,,706 번지,보라매로5길,5 번,37.49238847,126.925359,7071.0,서울특별시 동작구 보라매로5길 5,서울특별시 동작구 신대방동 706,02-832-4181,정보없음,법정공휴일,"월~금 08:30~20:30, 토 08:30~18:00, 일 10:00~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11124,새봄약국,반려동물업,반려의료,동물약국,서울특별시,강북구,수유동,,231-1 번지,노해로,87 번,37.64358757,127.022297,1048.0,서울특별시 강북구 노해로 87,서울특별시 강북구 수유동 231-1,02-907-6200,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~22:00, 토 09:00~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11125,새봄약국,반려동물업,반려의료,동물약국,서울특별시,은평구,신사동,,19-153 번지,은평로,5 번,37.59676592,126.909211,3437.0,서울특별시 은평구 은평로 5,서울특별시 은평구 신사동 19-153,02-352-6384,정보없음,매주 일요일,"월~금 09:00~18:30, 토 09:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11126,새봄약국,반려동물업,반려의료,동물약국,서울특별시,성동구,하왕십리동,,1070 번지,왕십리로,410 번,37.5665905,127.024082,4701.0,서울특별시 성동구 왕십리로 410,서울특별시 성동구 하왕십리동 1070,02-6085-4400,정보없음,매주 일요일,"월~금 08:30~19:00, 토 08:30~15:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11127,새봄약국,반려동물업,반려의료,동물약국,서울특별시,광진구,자양동,,553-15 번지,뚝섬로,503 번,37.53607634,127.066019,5076.0,서울특별시 광진구 뚝섬로 503,서울특별시 광진구 자양동 553-15,02-466-8510,정보없음,매주 일요일,"월~금 09:00~18:30, 토 09:00~14:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11128,새봄약국,반려동물업,반려의료,동물약국,서울특별시,강남구,신사동,,575 번지,압구정로,152 번,37.52556489,127.026049,6030.0,서울특별시 강남구 압구정로 152,서울특별시 강남구 신사동 575,02-3452-5378,정보없음,매주 일요일,"월~금 09:00~21:00, 토 09:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11151,새부산약국,반려동물업,반려의료,동물약국,서울특별시,성북구,장위동,,75-306 번지,돌곶이로,152 번,37.61531902,127.052065,2765.0,서울특별시 성북구 돌곶이로 152,서울특별시 성북구 장위동 75-306,070-8880-7321,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~21:00, 토 08:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11156,새빛약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,,731-5 번지,동일로,1405 번,37.65383103,127.060178,1762.0,서울특별시 노원구 동일로 1405,서울특별시 노원구 상계동 731-5,02-3391-7770,정보없음,매주 일요일,"월~금 09:00~21:00, 토 09:00~17:00, 법정공휴일 09:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11157,새빛약국,반려동물업,반려의료,동물약국,서울특별시,강동구,명일동,,46-2 번지,고덕로,262 번,37.55466766,127.154622,5269.0,서울특별시 강동구 고덕로 262,서울특별시 강동구 명일동 46-2,02-441-0887,정보없음,연중무휴,"월~금 09:00~20:30, 토 09:00~20:00, 일 14:10~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11165,새서독약국,반려동물업,반려의료,동물약국,서울특별시,성동구,행당동,,317-52 번지,행당로,129 번,37.55850145,127.033306,4714.0,서울특별시 성동구 행당로 129,서울특별시 성동구 행당동 317-52,02-2293-0532,정보없음,법정공휴일,"월~금 09:00~21:00, 토 09:00~19:00, 일 13:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11166,새서울약국,반려동물업,반려의료,동물약국,서울특별시,은평구,대조동,,226-3 번지,서오릉로,134 번,37.61101258,126.918121,3394.0,서울특별시 은평구 서오릉로 134,서울특별시 은평구 대조동 226-3,02-355-6420,정보없음,매주 일요일,"월~금 08:30~21:00, 토 08:00~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11167,새서울약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,홍제동,,173-29 번지,통일로,441 번,37.58812255,126.944595,3639.0,서울특별시 서대문구 통일로 441,서울특별시 서대문구 홍제동 173-29,02-394-6686,정보없음,"매주 일요일, 법정공휴일",월~토 09:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11168,새서울약국,반려동물업,반려의료,동물약국,서울특별시,광진구,구의동,,47-19 번지,자양로,288 번,37.55138449,127.092023,4961.0,서울특별시 광진구 자양로 288,서울특별시 광진구 구의동 47-19,02-452-0251,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11169,새서울약국,반려동물업,반려의료,동물약국,서울특별시,강서구,가양동,,1479-10 번지,양천로57길,9-7 번,37.5634033,126.851432,7527.0,서울특별시 강서구 양천로57길 9-7,서울특별시 강서구 가양동 1479-10,02-2659-6755,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:30, 토 09:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11173,새서울온누리약국,반려동물업,반려의료,동물약국,서울특별시,양천구,목동,,603-5 번지,공항대로,558 번,37.54928297,126.867407,7946.0,서울특별시 양천구 공항대로 558,서울특별시 양천구 목동 603-5,02-2645-7197,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11175,새석관약국,반려동물업,반려의료,동물약국,서울특별시,성북구,석관동,,266-21 번지,돌곶이로,57 번,37.60884846,127.058815,2787.0,서울특별시 성북구 돌곶이로 57,서울특별시 성북구 석관동 266-21,02-967-0777,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~17:00, 토 09:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11177,새소망약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,,720-7 번지,노원로,421 번,37.65422416,127.066977,1752.0,서울특별시 노원구 노원로 421,서울특별시 노원구 상계동 720-7,02-937-3735,정보없음,매주 일요일,"월~금, 09:00~19:00, 토 09:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11185,새솔약국,반려동물업,반려의료,동물약국,서울특별시,강북구,번동,,446-24 번지,도봉로,332 번,37.63735164,127.025581,1062.0,서울특별시 강북구 도봉로 332,서울특별시 강북구 번동 446-24,02-903-7525,https://blog.naver.com/saesolpm,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11204,새싹온누리약국,반려동물업,반려의료,동물약국,서울특별시,관악구,신림동,,404-1 번지,신림로,169 번,37.47423741,126.933712,8845.0,서울특별시 관악구 신림로 169,서울특별시 관악구 신림동 404-1,02-885-4715,정보없음,연중무휴,"월~금 09:00~19:00, 토, 법정공휴 09:00~15:00, 일 13:00~19:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11209,새암온누리약국,반려동물업,반려의료,동물약국,서울특별시,강북구,번동,,449-1 번지,도봉로,308 번,37.63566409,127.023835,1062.0,서울특별시 강북구 도봉로 308,서울특별시 강북구 번동 449-1,02-988-2552,https://www.instagram.com/sehwa_drugstore/,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11212,새열린약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신정동,,128-113 번지,신목로,34 번,37.51865983,126.873958,8015.0,서울특별시 양천구 신목로 34,서울특별시 양천구 신정동 128-113,02-2655-2388,정보없음,법정공휴일,매일 09:00~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11221,새우리약국,반려동물업,반려의료,동물약국,서울특별시,구로구,개봉동,,403-206 번지,개봉로,71 번,37.49209383,126.855574,8337.0,서울특별시 구로구 개봉로 71,서울특별시 구로구 개봉동 403-206,02-2060-9918,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11225,새우리온누리약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,홍제동,,330-69 번지,통일로,449 번,37.588608,126.944018,3636.0,서울특별시 서대문구 통일로 449,서울특별시 서대문구 홍제동 330-69,02-3417-7800,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11229,새은평동물의료센터,반려동물업,반려의료,동물병원,서울특별시,은평구,대조동,,179-16 번지,서오릉로,80 번,37.60751055,126.922138,3395.0,서울특별시 은평구 서오릉로 80,서울특별시 은평구 대조동 179-16,02-358-7566,https://blog.naver.com/wxyz543,"매주 토, 일",월~금 09:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
11232,새이화약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,장안동,,308-1 번지,장한로,140 번,37.57285291,127.072155,2523.0,서울특별시 동대문구 장한로 140,서울특별시 동대문구 장안동 308-1,02-2214-2488,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~15:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11239,새조은약국,반려동물업,반려의료,동물약국,서울특별시,송파구,석촌동,,296-15 번지,송파대로,369 번,37.50064387,127.11088,5697.0,서울특별시 송파구 송파대로 369,서울특별시 송파구 석촌동 296-15,02-400-3600,정보없음,연중무휴,"월~금 09:00~19:30, 토 09:00~15:00, 일, 법정공휴일 09:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11241,새종로온누리약국,반려동물업,반려의료,동물약국,서울특별시,관악구,신림동,,1680-24 번지,난곡로,264 번,37.47754235,126.915675,8849.0,서울특별시 관악구 난곡로 264,서울특별시 관악구 신림동 1680-24,02-866-6245,정보없음,법정공휴일,"월~토 09:00~22:00, 일 15:00~22:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
